 rm |      A_hex |                A_dec |                 A_fields ||      B_hex |                B_dec |                 B_fields ||    Out_hex |              Out_dec |               Out_fields |    Ref_hex |              Ref_dec |               Ref_fields | RESULT
100 | 0x9E0636B1 | -7.10521085098558e-21 |  s=0x1 e=0x3C m=0x0636B1 || 0x24122B5C | 3.1695430255774084e-17 |  s=0x0 e=0x48 m=0x122B5C || 0x241222F9 | 3.168832642867348e-17 |  s=0x0 e=0x48 m=0x1222F9 | 0x241222F9 | 3.168832642867348e-17 |  s=0x0 e=0x48 m=0x1222F9 |   PASS
000 | 0x004C6663 | 7.01622714205575e-39 |  s=0x0 e=0x00 m=0x4C6663 || 0x018F7AB0 | 5.270595173104103e-38 |  s=0x0 e=0x03 m=0x0F7AB0 || 0x01A29448 | 5.972217466920139e-38 |  s=0x0 e=0x03 m=0x229448 | 0x01A29449 | 5.972218027439524e-38 |  s=0x0 e=0x03 m=0x229449 |   FAIL
011 | 0x3E2EDCB1 |   0.1707637459039688 |  s=0x0 e=0x7C m=0x2EDCB1 || 0x0B900819 | 5.547896639729867e-32 |  s=0x0 e=0x17 m=0x100819 || 0x3E2EDCB1 |   0.1707637459039688 |  s=0x0 e=0x7C m=0x2EDCB1 | 0x3E2EDCB2 |     0.17076376080513 |  s=0x0 e=0x7C m=0x2EDCB2 |   FAIL
100 | 0x8060A745 | -8.876212632708009e-39 |  s=0x1 e=0x00 m=0x60A745 || 0x5D5B6AA3 | 9.881642913895547e+17 |  s=0x0 e=0xBA m=0x5B6AA3 || 0x5D5B6AA3 | 9.881642913895547e+17 |  s=0x0 e=0xBA m=0x5B6AA3 | 0x5D5B6AA3 | 9.881642913895547e+17 |  s=0x0 e=0xBA m=0x5B6AA3 |   PASS
010 | 0x92041CBF | -4.168728809182129e-28 |  s=0x1 e=0x24 m=0x041CBF || 0x0D22606C | 5.003616776873994e-31 |  s=0x0 e=0x1A m=0x22606C || 0x9203F427 | -4.163725243186611e-28 |  s=0x1 e=0x24 m=0x03F427 | 0x9203F427 | -4.163725243186611e-28 |  s=0x1 e=0x24 m=0x03F427 |   PASS
011 | 0xCD896AED |         -288185760.0 |  s=0x1 e=0x9B m=0x096AED || 0xD107B45B |       -36427902976.0 |  s=0x1 e=0xA2 m=0x07B45B || 0xD108C730 |       -36716085248.0 |  s=0x1 e=0xA2 m=0x08C730 | 0xD108C730 |       -36716085248.0 |  s=0x1 e=0xA2 m=0x08C730 |   PASS
011 | 0x803DFACA | -5.691931429644046e-39 |  s=0x1 e=0x00 m=0x3DFACA || 0xADBFB170 | -2.1792984084001432e-11 |  s=0x1 e=0x5B m=0x3FB170 || 0xADBFB170 | -2.1792984084001432e-11 |  s=0x1 e=0x5B m=0x3FB170 | 0xADBFB170 | -2.1792984084001432e-11 |  s=0x1 e=0x5B m=0x3FB170 |   PASS
001 | 0x975564BE | -6.895116642098644e-25 |  s=0x1 e=0x2E m=0x5564BE || 0x780F2B06 | 1.1615172964881445e+34 |  s=0x0 e=0xF0 m=0x0F2B06 || 0x780F2B06 | 1.1615172964881445e+34 |  s=0x0 e=0xF0 m=0x0F2B06 | 0x780F2B05 | 1.1615171726941405e+34 |  s=0x0 e=0xF0 m=0x0F2B05 |   FAIL
011 | 0x65E36369 | 1.3422637316526009e+23 |  s=0x0 e=0xCB m=0x636369 || 0x8C35EA76 | -1.4014288319288643e-31 |  s=0x1 e=0x18 m=0x35EA76 || 0x65E36369 | 1.3422637316526009e+23 |  s=0x0 e=0xCB m=0x636369 | 0x65E36369 | 1.3422637316526009e+23 |  s=0x0 e=0xCB m=0x636369 |   PASS
010 | 0x0008390D | 7.551499333353936e-40 |  s=0x0 e=0x00 m=0x08390D || 0xA99A1F09 | -6.844357573103713e-14 |  s=0x1 e=0x53 m=0x1A1F09 || 0xA99A1F09 | -6.844357573103713e-14 |  s=0x1 e=0x53 m=0x1A1F09 | 0xA99A1F09 | -6.844357573103713e-14 |  s=0x1 e=0x53 m=0x1A1F09 |   PASS
100 | 0x11C4D406 | 3.1054017016565476e-28 |  s=0x0 e=0x23 m=0x44D406 || 0x90391AEB | -3.650555371529488e-29 |  s=0x1 e=0x20 m=0x391AEB || 0x11ADB0A9 | 2.740346254781565e-28 |  s=0x0 e=0x23 m=0x2DB0A9 | 0x11ADB0A9 | 2.740346254781565e-28 |  s=0x0 e=0x23 m=0x2DB0A9 |   PASS
100 | 0x4374C238 |    244.7586669921875 |  s=0x0 e=0x86 m=0x74C238 || 0x4C8E2E2B |           74543448.0 |  s=0x0 e=0x99 m=0x0E2E2B || 0x4C8E2E49 |           74543688.0 |  s=0x0 e=0x99 m=0x0E2E49 | 0x4C8E2E4A |           74543696.0 |  s=0x0 e=0x99 m=0x0E2E4A |   FAIL
011 | 0x2CA0F962 | 4.575160562902969e-12 |  s=0x0 e=0x59 m=0x20F962 || 0x10564E06 | 4.226416549918224e-29 |  s=0x0 e=0x20 m=0x564E06 || 0x2CA0F962 | 4.575160562902969e-12 |  s=0x0 e=0x59 m=0x20F962 | 0x2CA0F963 | 4.575160996583838e-12 |  s=0x0 e=0x59 m=0x20F963 |   FAIL
001 | 0x802BAC0D | -4.0106465256548087e-39 |  s=0x1 e=0x00 m=0x2BAC0D || 0x6C1C4DA2 | 7.558361538064122e+26 |  s=0x0 e=0xD8 m=0x1C4DA2 || 0x6C1C4DA2 | 7.558361538064122e+26 |  s=0x0 e=0xD8 m=0x1C4DA2 | 0x6C1C4DA1 | 7.558360800194359e+26 |  s=0x0 e=0xD8 m=0x1C4DA1 |   FAIL
010 | 0x24DD0C4E | 9.586431699915493e-17 |  s=0x0 e=0x49 m=0x5D0C4E || 0x6465778E | 1.6931676864066775e+22 |  s=0x0 e=0xC8 m=0x65778E || 0x6465778E | 1.6931676864066775e+22 |  s=0x0 e=0xC8 m=0x65778E | 0x6465778E | 1.6931676864066775e+22 |  s=0x0 e=0xC8 m=0x65778E |   PASS
000 | 0xF3841B23 | -2.093303171910351e+31 |  s=0x1 e=0xE7 m=0x041B23 || 0xF6624093 | -1.1472351667806585e+33 |  s=0x1 e=0xEC m=0x624093 || 0xF666616C | -1.1681681912462071e+33 |  s=0x1 e=0xEC m=0x66616C | 0xF666616C | -1.1681681912462071e+33 |  s=0x1 e=0xEC m=0x66616C |   PASS
100 | 0xA1315E54 | -6.009477489955403e-19 |  s=0x1 e=0x42 m=0x315E54 || 0xE192F131 | -3.3882553839982425e+20 |  s=0x1 e=0xC3 m=0x12F131 || 0xE192F131 | -3.3882553839982425e+20 |  s=0x1 e=0xC3 m=0x12F131 | 0xE192F131 | -3.3882553839982425e+20 |  s=0x1 e=0xC3 m=0x12F131 |   PASS
010 | 0x0026617F | 3.524723862374749e-39 |  s=0x0 e=0x00 m=0x26617F || 0xE2FFD608 | -2.359671157859933e+21 |  s=0x1 e=0xC5 m=0x7FD608 || 0xE2FFD608 | -2.359671157859933e+21 |  s=0x1 e=0xC5 m=0x7FD608 | 0xE2FFD608 | -2.359671157859933e+21 |  s=0x1 e=0xC5 m=0x7FD608 |   PASS
000 | 0xE93E5D5B | -1.438354777896232e+25 |  s=0x1 e=0xD2 m=0x3E5D5B || 0xD89B4859 |  -1365880264982528.0 |  s=0x1 e=0xB1 m=0x1B4859 || 0xE93E5D5B | -1.438354777896232e+25 |  s=0x1 e=0xD2 m=0x3E5D5B | 0xE93E5D5B | -1.438354777896232e+25 |  s=0x1 e=0xD2 m=0x3E5D5B |   PASS
010 | 0xD801EADB |   -571382786162688.0 |  s=0x1 e=0xB0 m=0x01EADB || 0x999A5610 | -1.595798715857344e-23 |  s=0x1 e=0x33 m=0x1A5610 || 0xD801EADB |   -571382786162688.0 |  s=0x1 e=0xB0 m=0x01EADB | 0xD801EADC |   -571382853271552.0 |  s=0x1 e=0xB0 m=0x01EADC |   FAIL
011 | 0x1ECE5877 | 2.18476865936195e-20 |  s=0x0 e=0x3D m=0x4E5877 || 0xFF0DF12B | -1.88673363092193e+38 |  s=0x1 e=0xFE m=0x0DF12B || 0xFF0DF12B | -1.88673363092193e+38 |  s=0x1 e=0xFE m=0x0DF12B | 0xFF0DF12A | -1.886733428097834e+38 |  s=0x1 e=0xFE m=0x0DF12A |   FAIL
010 | 0x46B82D00 |              23574.5 |  s=0x0 e=0x8D m=0x382D00 || 0xCD7B730D |         -263663824.0 |  s=0x1 e=0x9A m=0x7B730D || 0xCD7B6D4C |         -263640256.0 |  s=0x1 e=0x9A m=0x7B6D4C | 0xCD7B6D4C |         -263640256.0 |  s=0x1 e=0x9A m=0x7B6D4C |   PASS
100 | 0x71D4F640 | 2.1090726420865682e+30 |  s=0x0 e=0xE3 m=0x54F640 || 0xE0251B90 | -4.758904468121479e+19 |  s=0x1 e=0xC0 m=0x251B90 || 0x71D4F640 | 2.1090726420865682e+30 |  s=0x0 e=0xE3 m=0x54F640 | 0x71D4F640 | 2.1090726420865682e+30 |  s=0x0 e=0xE3 m=0x54F640 |   PASS
011 | 0x90C1D757 | -7.645686091646587e-29 |  s=0x1 e=0x21 m=0x41D757 || 0x441AFDEF |    619.9677124023438 |  s=0x0 e=0x88 m=0x1AFDEF || 0x441AFDEF |    619.9677124023438 |  s=0x0 e=0x88 m=0x1AFDEF | 0x441AFDEF |    619.9677124023438 |  s=0x0 e=0x88 m=0x1AFDEF |   PASS
100 | 0x6FB92078 | 1.145879582543089e+29 |  s=0x0 e=0xDF m=0x392078 || 0x2594D30B | 2.5816915722710833e-16 |  s=0x0 e=0x4B m=0x14D30B || 0x6FB92078 | 1.145879582543089e+29 |  s=0x0 e=0xDF m=0x392078 | 0x6FB92078 | 1.145879582543089e+29 |  s=0x0 e=0xDF m=0x392078 |   PASS
100 | 0x697601C0 | 1.8587750985408987e+25 |  s=0x0 e=0xD2 m=0x7601C0 || 0x11751D7A | 1.9336175345015006e-28 |  s=0x0 e=0x22 m=0x751D7A || 0x697601C0 | 1.8587750985408987e+25 |  s=0x0 e=0xD2 m=0x7601C0 | 0x697601C0 | 1.8587750985408987e+25 |  s=0x0 e=0xD2 m=0x7601C0 |   PASS
100 | 0x0CC622A0 | 3.0527569482945193e-31 |  s=0x0 e=0x19 m=0x4622A0 || 0x1AE049BD | 9.276335922440196e-23 |  s=0x0 e=0x35 m=0x6049BD || 0x1AE049BD | 9.276335922440196e-23 |  s=0x0 e=0x35 m=0x6049BD | 0x1AE049BD | 9.276335922440196e-23 |  s=0x0 e=0x35 m=0x6049BD |   PASS
100 | 0xC4DEE944 |    -1783.28955078125 |  s=0x1 e=0x89 m=0x5EE944 || 0xFCDAF0A4 | -9.094411895072969e+36 |  s=0x1 e=0xF9 m=0x5AF0A4 || 0xFCDAF0A4 | -9.094411895072969e+36 |  s=0x1 e=0xF9 m=0x5AF0A4 | 0xFCDAF0A4 | -9.094411895072969e+36 |  s=0x1 e=0xF9 m=0x5AF0A4 |   PASS
011 | 0x59F12F0D |   8485900283543552.0 |  s=0x0 e=0xB3 m=0x712F0D || 0xD10CB379 |       -37769154560.0 |  s=0x1 e=0xA2 m=0x0CB379 || 0x59F12EC7 |   8485862702579712.0 |  s=0x0 e=0xB3 m=0x712EC7 | 0x59F12EC7 |   8485862702579712.0 |  s=0x0 e=0xB3 m=0x712EC7 |   PASS
011 | 0x806A4C00 | -9.761826255668972e-39 |  s=0x1 e=0x00 m=0x6A4C00 || 0x02DED8C1 | 3.274437887609755e-37 |  s=0x0 e=0x05 m=0x5ED8C1 || 0x02D83401 | 3.1768196250530653e-37 |  s=0x0 e=0x05 m=0x583401 | 0x02D83401 | 3.1768196250530653e-37 |  s=0x0 e=0x05 m=0x583401 |   PASS
011 | 0xCAAE0C9A |           -5703245.0 |  s=0x1 e=0x95 m=0x2E0C9A || 0x2EEC90FA | 1.0757790491755514e-10 |  s=0x0 e=0x5D m=0x6C90FA || 0xCAAE0C9A |           -5703245.0 |  s=0x1 e=0x95 m=0x2E0C9A | 0xCAAE0C99 |           -5703244.5 |  s=0x1 e=0x95 m=0x2E0C99 |   FAIL
010 | 0xCBC88309 |          -26281490.0 |  s=0x1 e=0x97 m=0x488309 || 0x8F5679D6 | -1.0574479355364407e-29 |  s=0x1 e=0x1E m=0x5679D6 || 0xCBC88309 |          -26281490.0 |  s=0x1 e=0x97 m=0x488309 | 0xCBC8830A |          -26281492.0 |  s=0x1 e=0x97 m=0x48830A |   FAIL
001 | 0x003555A8 | 4.898008969099249e-39 |  s=0x0 e=0x00 m=0x3555A8 || 0x799D51B1 | 1.021059381690786e+35 |  s=0x0 e=0xF3 m=0x1D51B1 || 0x799D51B1 | 1.021059381690786e+35 |  s=0x0 e=0xF3 m=0x1D51B1 | 0x799D51B1 | 1.021059381690786e+35 |  s=0x0 e=0xF3 m=0x1D51B1 |   PASS
011 | 0xA9AD4A0D | -7.695589093270963e-14 |  s=0x1 e=0x53 m=0x2D4A0D || 0x0EE29C7F | 5.586400168780034e-30 |  s=0x0 e=0x1D m=0x629C7F || 0xA9AD4A0D | -7.695589093270963e-14 |  s=0x1 e=0x53 m=0x2D4A0D | 0xA9AD4A0C | -7.695588415644605e-14 |  s=0x1 e=0x53 m=0x2D4A0C |   FAIL
011 | 0xF9639F06 | -7.38672978364601e+34 |  s=0x1 e=0xF2 m=0x639F06 || 0xF7302AF8 | -3.573108425350729e+33 |  s=0x1 e=0xEE m=0x302AF8 || 0xF96EA1B5 | -7.744040378593075e+34 |  s=0x1 e=0xF2 m=0x6EA1B5 | 0xF96EA1B5 | -7.744040378593075e+34 |  s=0x1 e=0xF2 m=0x6EA1B5 |   PASS
001 | 0x49548D65 |          870614.3125 |  s=0x0 e=0x92 m=0x548D65 || 0x7D01406C | 1.0737806809714848e+37 |  s=0x0 e=0xFA m=0x01406C || 0x7D01406C | 1.0737806809714848e+37 |  s=0x0 e=0xFA m=0x01406C | 0x7D01406C | 1.0737806809714848e+37 |  s=0x0 e=0xFA m=0x01406C |   PASS
010 | 0x20FB960B | 4.2620344060005797e-19 |  s=0x0 e=0x41 m=0x7B960B || 0x50BF0CDB |        25642326016.0 |  s=0x0 e=0xA1 m=0x3F0CDB || 0x50BF0CDB |        25642326016.0 |  s=0x0 e=0xA1 m=0x3F0CDB | 0x50BF0CDB |        25642326016.0 |  s=0x0 e=0xA1 m=0x3F0CDB |   PASS
011 | 0x580824CD |    598766558117888.0 |  s=0x0 e=0xB0 m=0x0824CD || 0xA0DA8562 | -3.701890184152573e-19 |  s=0x1 e=0x41 m=0x5A8562 || 0x580824CD |    598766558117888.0 |  s=0x0 e=0xB0 m=0x0824CD | 0x580824CD |    598766558117888.0 |  s=0x0 e=0xB0 m=0x0824CD |   PASS
011 | 0x0056ACDC | 7.959862929230546e-39 |  s=0x0 e=0x00 m=0x56ACDC || 0x81C1FCE4 | -7.125988328429077e-38 |  s=0x1 e=0x03 m=0x41FCE4 || 0x81AC51AD | -6.330002035506022e-38 |  s=0x1 e=0x03 m=0x2C51AD | 0x81AC51AD | -6.330002035506022e-38 |  s=0x1 e=0x03 m=0x2C51AD |   PASS
000 | 0x3E446013 |  0.19177274405956268 |  s=0x0 e=0x7C m=0x446013 || 0x3DF22837 |  0.11824076622724533 |  s=0x0 e=0x7B m=0x722837 || 0x3E9EBA17 |   0.3100135028362274 |  s=0x0 e=0x7D m=0x1EBA17 | 0x3E9EBA17 |   0.3100135028362274 |  s=0x0 e=0x7D m=0x1EBA17 |   PASS
001 | 0x80652A42 | -9.290544358744178e-39 |  s=0x1 e=0x00 m=0x652A42 || 0xC7A0F37F |       -82406.9921875 |  s=0x1 e=0x8F m=0x20F37F || 0xC7A0F37F |       -82406.9921875 |  s=0x1 e=0x8F m=0x20F37F | 0xC7A0F37F |       -82406.9921875 |  s=0x1 e=0x8F m=0x20F37F |   PASS
001 | 0x5CD66ABC | 4.828240056198103e+17 |  s=0x0 e=0xB9 m=0x566ABC || 0x341FF5A8 | 1.489739815951907e-07 |  s=0x0 e=0x68 m=0x1FF5A8 || 0x5CD66ABC | 4.828240056198103e+17 |  s=0x0 e=0xB9 m=0x566ABC | 0x5CD66ABC | 4.828240056198103e+17 |  s=0x0 e=0xB9 m=0x566ABC |   PASS
000 | 0x0035A7CE |   4.927478275804e-39 |  s=0x0 e=0x00 m=0x35A7CE || 0x17E9A389 | 1.5098554165125679e-24 |  s=0x0 e=0x2F m=0x69A389 || 0x17E9A389 | 1.5098554165125679e-24 |  s=0x0 e=0x2F m=0x69A389 | 0x17E9A389 | 1.5098554165125679e-24 |  s=0x0 e=0x2F m=0x69A389 |   PASS
001 | 0x69AB2DEF | 2.5867903802208042e+25 |  s=0x0 e=0xD3 m=0x2B2DEF || 0x7453A6F2 | 6.707523744875386e+31 |  s=0x0 e=0xE8 m=0x53A6F2 || 0x7453A6F7 | 6.707526162727025e+31 |  s=0x0 e=0xE8 m=0x53A6F7 | 0x7453A6F7 | 6.707526162727025e+31 |  s=0x0 e=0xE8 m=0x53A6F7 |   PASS
010 | 0x8060805E | -8.862257101301798e-39 |  s=0x1 e=0x00 m=0x60805E || 0x26D321B7 | 1.4650204563953942e-15 |  s=0x0 e=0x4D m=0x5321B7 || 0x26D321B7 | 1.4650204563953942e-15 |  s=0x0 e=0x4D m=0x5321B7 | 0x26D321B6 | 1.4650203505162758e-15 |  s=0x0 e=0x4D m=0x5321B6 |   FAIL
000 | 0x002ECA16 | 4.296927598020976e-39 |  s=0x0 e=0x00 m=0x2ECA16 || 0x19621134 | 1.1687400295738109e-23 |  s=0x0 e=0x32 m=0x621134 || 0x19621134 | 1.1687400295738109e-23 |  s=0x0 e=0x32 m=0x621134 | 0x19621134 | 1.1687400295738109e-23 |  s=0x0 e=0x32 m=0x621134 |   PASS
001 | 0x4B1AEE56 |           10153558.0 |  s=0x0 e=0x96 m=0x1AEE56 || 0x74389FBD | 5.850967402466456e+31 |  s=0x0 e=0xE8 m=0x389FBD || 0x74389FBD | 5.850967402466456e+31 |  s=0x0 e=0xE8 m=0x389FBD | 0x74389FBD | 5.850967402466456e+31 |  s=0x0 e=0xE8 m=0x389FBD |   PASS
011 | 0x004AD693 | 6.872801441635176e-39 |  s=0x0 e=0x00 m=0x4AD693 || 0x58060357 |    589395610566656.0 |  s=0x0 e=0xB0 m=0x060357 || 0x58060357 |    589395610566656.0 |  s=0x0 e=0xB0 m=0x060357 | 0x58060358 |    589395677675520.0 |  s=0x0 e=0xB0 m=0x060358 |   FAIL
000 | 0x0025570F | 3.429144096720082e-39 |  s=0x0 e=0x00 m=0x25570F || 0x6B3B4AEB | 2.2642291837252533e+26 |  s=0x0 e=0xD6 m=0x3B4AEB || 0x6B3B4AEB | 2.2642291837252533e+26 |  s=0x0 e=0xD6 m=0x3B4AEB | 0x6B3B4AEB | 2.2642291837252533e+26 |  s=0x0 e=0xD6 m=0x3B4AEB |   PASS
011 | 0x801B142D | -2.4867961028340004e-39 |  s=0x1 e=0x00 m=0x1B142D || 0xB08CB771 | -1.0238477843316218e-09 |  s=0x1 e=0x61 m=0x0CB771 || 0xB08CB771 | -1.0238477843316218e-09 |  s=0x1 e=0x61 m=0x0CB771 | 0xB08CB771 | -1.0238477843316218e-09 |  s=0x1 e=0x61 m=0x0CB771 |   PASS
010 | 0x004B8E45 | 6.938698903218515e-39 |  s=0x0 e=0x00 m=0x4B8E45 || 0x4CCDAE87 |          107836472.0 |  s=0x0 e=0x99 m=0x4DAE87 || 0x4CCDAE87 |          107836472.0 |  s=0x0 e=0x99 m=0x4DAE87 | 0x4CCDAE87 |          107836472.0 |  s=0x0 e=0x99 m=0x4DAE87 |   PASS
010 | 0x94404BBC | -9.708458775260505e-27 |  s=0x1 e=0x28 m=0x404BBC || 0xB1E9AE57 | -6.801012641943771e-09 |  s=0x1 e=0x63 m=0x69AE57 || 0xB1E9AE57 | -6.801012641943771e-09 |  s=0x1 e=0x63 m=0x69AE57 | 0xB1E9AE58 | -6.801013086032981e-09 |  s=0x1 e=0x63 m=0x69AE58 |   FAIL
100 | 0xCB83A460 |          -17254592.0 |  s=0x1 e=0x97 m=0x03A460 || 0xAAED7CDE | -4.2186301110400115e-13 |  s=0x1 e=0x55 m=0x6D7CDE || 0xCB83A460 |          -17254592.0 |  s=0x1 e=0x97 m=0x03A460 | 0xCB83A460 |          -17254592.0 |  s=0x1 e=0x97 m=0x03A460 |   PASS
100 | 0x985E3105 | -2.8717576036682194e-24 |  s=0x1 e=0x30 m=0x5E3105 || 0x0A960041 | 1.4444570091820273e-32 |  s=0x0 e=0x15 m=0x160041 || 0x985E3105 | -2.8717576036682194e-24 |  s=0x1 e=0x30 m=0x5E3105 | 0x985E3105 | -2.8717576036682194e-24 |  s=0x1 e=0x30 m=0x5E3105 |   PASS
001 | 0x807735C3 | -1.0947710113565457e-38 |  s=0x1 e=0x00 m=0x7735C3 || 0x2D939180 | 1.677658012511074e-11 |  s=0x0 e=0x5B m=0x139180 || 0x2D939180 | 1.677658012511074e-11 |  s=0x0 e=0x5B m=0x139180 | 0x2D93917F | 1.6776578390387265e-11 |  s=0x0 e=0x5B m=0x13917F |   FAIL
100 | 0x0057958D | 8.043336877451911e-39 |  s=0x0 e=0x00 m=0x57958D || 0x9124FA48 | -1.301444271024758e-28 |  s=0x1 e=0x22 m=0x24FA48 || 0x9124FA48 | -1.301444271024758e-28 |  s=0x1 e=0x22 m=0x24FA48 | 0x9124FA48 | -1.301444271024758e-28 |  s=0x1 e=0x22 m=0x24FA48 |   PASS
000 | 0x80266AA3 | -3.528002900781269e-39 |  s=0x1 e=0x00 m=0x266AA3 || 0x9ED5BB53 | -2.2629727701651568e-20 |  s=0x1 e=0x3D m=0x55BB53 || 0x9ED5BB53 | -2.2629727701651568e-20 |  s=0x1 e=0x3D m=0x55BB53 | 0x9ED5BB53 | -2.2629727701651568e-20 |  s=0x1 e=0x3D m=0x55BB53 |   PASS
000 | 0x00195EE6 | 2.3299305488420874e-39 |  s=0x0 e=0x00 m=0x195EE6 || 0xA3BABEB1 | -2.0246921360156385e-17 |  s=0x1 e=0x47 m=0x3ABEB1 || 0xA3BABEB1 | -2.0246921360156385e-17 |  s=0x1 e=0x47 m=0x3ABEB1 | 0xA3BABEB1 | -2.0246921360156385e-17 |  s=0x1 e=0x47 m=0x3ABEB1 |   PASS
100 | 0x20E3FBB9 | 3.8621871886137516e-19 |  s=0x0 e=0x41 m=0x63FBB9 || 0x1B1C7A79 | 1.2943590605365463e-22 |  s=0x0 e=0x36 m=0x1C7A79 || 0x20E40F48 | 3.8634814677784556e-19 |  s=0x0 e=0x41 m=0x640F48 | 0x20E40F48 | 3.8634814677784556e-19 |  s=0x0 e=0x41 m=0x640F48 |   PASS
001 | 0x804D84E2 | -7.119002575324725e-39 |  s=0x1 e=0x00 m=0x4D84E2 || 0x87238A59 | -1.2303413789870948e-34 |  s=0x1 e=0x0E m=0x238A59 || 0x87238CC5 | -1.2304125514966172e-34 |  s=0x1 e=0x0E m=0x238CC5 | 0x87238CC5 | -1.2304125514966172e-34 |  s=0x1 e=0x0E m=0x238CC5 |   PASS
010 | 0x3B4ED7E4 | 0.003156178630888462 |  s=0x0 e=0x76 m=0x4ED7E4 || 0x9E3E7161 | -1.0081962456925433e-20 |  s=0x1 e=0x3C m=0x3E7161 || 0x3B4ED7E4 | 0.003156178630888462 |  s=0x0 e=0x76 m=0x4ED7E4 | 0x3B4ED7E3 | 0.0031561783980578184 |  s=0x0 e=0x76 m=0x4ED7E3 |   FAIL
001 | 0x003CD3E4 | 5.586141803378308e-39 |  s=0x0 e=0x00 m=0x3CD3E4 || 0xB4DB6200 | -4.0863233152776957e-07 |  s=0x1 e=0x69 m=0x5B6200 || 0xB4DB6200 | -4.0863233152776957e-07 |  s=0x1 e=0x69 m=0x5B6200 | 0xB4DB61FF | -4.0863230310606014e-07 |  s=0x1 e=0x69 m=0x5B61FF |   FAIL
000 | 0xE2135900 | -6.795211261761699e+20 |  s=0x1 e=0xC4 m=0x135900 || 0x418174E1 |   16.182069778442383 |  s=0x0 e=0x83 m=0x0174E1 || 0xE2135900 | -6.795211261761699e+20 |  s=0x1 e=0xC4 m=0x135900 | 0xE2135900 | -6.795211261761699e+20 |  s=0x1 e=0xC4 m=0x135900 |   PASS
001 | 0x24014C6C | 2.8037147896141964e-17 |  s=0x0 e=0x48 m=0x014C6C || 0xBF0A9F38 |  -0.5414919853210449 |  s=0x1 e=0x7E m=0x0A9F38 || 0xBF0A9F38 |  -0.5414919853210449 |  s=0x1 e=0x7E m=0x0A9F38 | 0xBF0A9F37 |  -0.5414919257164001 |  s=0x1 e=0x7E m=0x0A9F37 |   FAIL
100 | 0x4E566A3F |          899321792.0 |  s=0x0 e=0x9C m=0x566A3F || 0xFC2BE5E5 | -3.57018231143163e+36 |  s=0x1 e=0xF8 m=0x2BE5E5 || 0xFC2BE5E5 | -3.57018231143163e+36 |  s=0x1 e=0xF8 m=0x2BE5E5 | 0xFC2BE5E5 | -3.57018231143163e+36 |  s=0x1 e=0xF8 m=0x2BE5E5 |   PASS
001 | 0x4D26EA25 |          175022672.0 |  s=0x0 e=0x9A m=0x26EA25 || 0x30737072 | 8.856267941226292e-10 |  s=0x0 e=0x60 m=0x737072 || 0x4D26EA25 |          175022672.0 |  s=0x0 e=0x9A m=0x26EA25 | 0x4D26EA25 |          175022672.0 |  s=0x0 e=0x9A m=0x26EA25 |   PASS
100 | 0x4CB853E4 |           96640800.0 |  s=0x0 e=0x99 m=0x3853E4 || 0xD09DBA49 |       -21169850368.0 |  s=0x1 e=0xA1 m=0x1DBA49 || 0xD09D01F6 |       -21073211392.0 |  s=0x1 e=0xA1 m=0x1D01F6 | 0xD09D01F5 |       -21073209344.0 |  s=0x1 e=0xA1 m=0x1D01F5 |   FAIL
011 | 0xB7970F7C | -1.8007813196163625e-05 |  s=0x1 e=0x6F m=0x170F7C || 0x279ED7BE | 4.408771762107796e-15 |  s=0x0 e=0x4F m=0x1ED7BE || 0xB7970F7C | -1.8007813196163625e-05 |  s=0x1 e=0x6F m=0x170F7C | 0xB7970F7B | -1.800781137717422e-05 |  s=0x1 e=0x6F m=0x170F7B |   FAIL
001 | 0x805BF135 | -8.443558929250793e-39 |  s=0x1 e=0x00 m=0x5BF135 || 0x401F8570 |   2.4925193786621094 |  s=0x0 e=0x80 m=0x1F8570 || 0x401F8570 |   2.4925193786621094 |  s=0x0 e=0x80 m=0x1F8570 | 0x401F856F |   2.4925191402435303 |  s=0x0 e=0x80 m=0x1F856F |   FAIL
100 | 0xFAB2B72D | -4.6397204352199036e+35 |  s=0x1 e=0xF5 m=0x32B72D || 0xEC7FFEBA | -1.2379159847311082e+27 |  s=0x1 e=0xD8 m=0x7FFEBA || 0xFAB2B72D | -4.6397204352199036e+35 |  s=0x1 e=0xF5 m=0x32B72D | 0xFAB2B72D | -4.6397204352199036e+35 |  s=0x1 e=0xF5 m=0x32B72D |   PASS
001 | 0xF549E21F | -2.5591746806859462e+32 |  s=0x1 e=0xEA m=0x49E21F || 0xE586AC79 | -7.949733345676114e+22 |  s=0x1 e=0xCB m=0x06AC79 || 0xF549E21F | -2.5591746806859462e+32 |  s=0x1 e=0xEA m=0x49E21F | 0xF549E21F | -2.5591746806859462e+32 |  s=0x1 e=0xEA m=0x49E21F |   PASS
001 | 0x7C8CCA35 | 5.848182448219414e+36 |  s=0x0 e=0xF9 m=0x0CCA35 || 0xC0B4AE14 |   -5.646249771118164 |  s=0x1 e=0x81 m=0x34AE14 || 0x7C8CCA35 | 5.848182448219414e+36 |  s=0x0 e=0xF9 m=0x0CCA35 | 0x7C8CCA34 | 5.848181814394114e+36 |  s=0x0 e=0xF9 m=0x0CCA34 |   FAIL
